mag prob proberr
-23.00 0.0038 0.0141
-22.50  0.00  0.0000
-22.00 0.247  0.0284
-21.50 0.143  0.0221
-21.00 0.218  0.0278
-20.50 0.155  0.0244
-20.00 0.436  0.0910
